time;model_id;model_name;port_name;data
0.251692;1;kinase_Processor;; Sigma 0.0149488 x1_value 0.209951 x2_value 0.025876 x3_value 0.00199577 x4_value 0.00010881 x1_derivative_val 0.668952 x2_derivative_val 0.197013 Current Time 0.256641  

0.266641;1;kinase_Processor;out;0
0.266641;1;kinase_Processor;; Sigma 0.0153329 x1_value 0.219946 x2_value 0.0288211 x3_value 0.00236767 x4_value 0.000137831 x1_derivative_val 0.652194 x2_derivative_val 0.205536 Current Time 0.271973  

0.281973;1;kinase_Processor;out;0
0.281973;1;kinase_Processor;; Sigma 0.0157403 x1_value 0.229942 x2_value 0.0319725 x3_value 0.00279143 x4_value 0.000173077 x1_derivative_val 0.635311 x2_derivative_val 0.213956 Current Time 0.287714  

0.297714;1;kinase_Processor;out;0
0.297714;1;kinase_Processor;; Sigma 0.0161735 x1_value 0.239937 x2_value 0.0353402 x3_value 0.00327271 x4_value 0.000215653 x1_derivative_val 0.618295 x2_derivative_val 0.222267 Current Time 0.303887  

0.313887;1;kinase_Processor;out;0
0.313887;1;kinase_Processor;; Sigma 0.0166351 x1_value 0.249932 x2_value 0.0389351 x3_value 0.00381782 x4_value 0.00026684 x1_derivative_val 0.601139 x2_derivative_val 0.230464 Current Time 0.320522  

0.330522;1;kinase_Processor;out;0
0.330522;1;kinase_Processor;; Sigma 0.0171282 x1_value 0.259926 x2_value 0.0427689 x3_value 0.00443376 x4_value 0.000328131 x1_derivative_val 0.583833 x2_derivative_val 0.238542 Current Time 0.33765  

0.34765;1;kinase_Processor;out;0
0.34765;1;kinase_Processor;; Sigma 0.0176563 x1_value 0.26992 x2_value 0.0468547 x3_value 0.00512834 x4_value 0.000401263 x1_derivative_val 0.566369 x2_derivative_val 0.246493 Current Time 0.355307  

0.365307;1;kinase_Processor;out;0
0.365307;1;kinase_Processor;; Sigma 0.0182238 x1_value 0.279914 x2_value 0.0512068 x3_value 0.00591035 x4_value 0.000488268 x1_derivative_val 0.548734 x2_derivative_val 0.25431 Current Time 0.373531  

0.383531;1;kinase_Processor;out;0
0.383531;1;kinase_Processor;; Sigma 0.0188353 x1_value 0.289907 x2_value 0.0558413 x3_value 0.00678968 x4_value 0.000591528 x1_derivative_val 0.530917 x2_derivative_val 0.261986 Current Time 0.392366  

0.402366;1;kinase_Processor;out;0
0.402366;1;kinase_Processor;; Sigma 0.0194968 x1_value 0.299899 x2_value 0.0607759 x3_value 0.00777752 x4_value 0.000713843 x1_derivative_val 0.512904 x2_derivative_val 0.269511 Current Time 0.411863  

0.421863;1;kinase_Processor;out;0
0.421863;1;kinase_Processor;; Sigma 0.0202151 x1_value 0.30989 x2_value 0.0660305 x3_value 0.00888664 x4_value 0.000858521 x1_derivative_val 0.49468 x2_derivative_val 0.276875 Current Time 0.432078  

0.442078;1;kinase_Processor;out;0
0.442078;1;kinase_Processor;; Sigma 0.0209984 x1_value 0.319881 x2_value 0.0716276 x3_value 0.0101316 x4_value 0.00102949 x1_derivative_val 0.476227 x2_derivative_val 0.284067 Current Time 0.453076  

0.463076;1;kinase_Processor;out;0
0.463076;1;kinase_Processor;; Sigma 0.0218567 x1_value 0.32987 x2_value 0.0775925 x3_value 0.0115293 x4_value 0.00123143 x1_derivative_val 0.457526 x2_derivative_val 0.291074 Current Time 0.474933  

0.484933;1;kinase_Processor;out;0
0.484933;1;kinase_Processor;; Sigma 0.0228023 x1_value 0.339859 x2_value 0.0839544 x3_value 0.0130992 x4_value 0.00146996 x1_derivative_val 0.438552 x2_derivative_val 0.297882 Current Time 0.497735  

0.507735;1;kinase_Processor;out;0
0.507735;1;kinase_Processor;; Sigma 0.0238505 x1_value 0.349846 x2_value 0.0907468 x3_value 0.0148643 x4_value 0.0017519 x1_derivative_val 0.419278 x2_derivative_val 0.304472 Current Time 0.521586  

0.531586;1;kinase_Processor;out;0
0.531586;1;kinase_Processor;; Sigma 0.0250204 x1_value 0.359831 x2_value 0.0980087 x3_value 0.0168514 x4_value 0.00208552 x1_derivative_val 0.399673 x2_derivative_val 0.310826 Current Time 0.546606  

0.556606;1;kinase_Processor;out;0
0.556606;1;kinase_Processor;; Sigma 0.0263366 x1_value 0.369814 x2_value 0.105786 x3_value 0.0190928 x4_value 0.00248106 x1_derivative_val 0.379699 x2_derivative_val 0.316921 Current Time 0.572943  

0.582943;1;kinase_Processor;out;0
0.582943;1;kinase_Processor;; Sigma 0.0278311 x1_value 0.379794 x2_value 0.114132 x3_value 0.0216274 x4_value 0.00295123 x1_derivative_val 0.35931 x2_derivative_val 0.322728 Current Time 0.600774  

0.610774;1;kinase_Processor;out;0
0.610774;1;kinase_Processor;; Sigma 0.0295465 x1_value 0.389771 x2_value 0.123114 x3_value 0.0245028 x4_value 0.00351208 x1_derivative_val 0.33845 x2_derivative_val 0.328214 Current Time 0.63032  

0.64032;1;kinase_Processor;out;0
0.64032;1;kinase_Processor;; Sigma 0.0299995 x1_value 0.399744 x2_value 0.132812 x3_value 0.0277785 x4_value 0.00418416 x1_derivative_val 0.317048 x2_derivative_val 0.333339 Current Time 0.66032  

0.67032;1;kinase_Processor;out;0
0.67032;1;kinase_Processor;; Sigma 0.0295996 x1_value 0.409249 x2_value 0.142812 x3_value 0.0313461 x4_value 0.00495474 x1_derivative_val 0.296791 x2_derivative_val 0.337843 Current Time 0.68992  

0.69992;1;kinase_Processor;out;0
0.69992;1;kinase_Processor;; Sigma 0.0292711 x1_value 0.41804 x2_value 0.152812 x3_value 0.0351093 x4_value 0.00580924 x1_derivative_val 0.277967 x2_derivative_val 0.341634 Current Time 0.719191  

0.729191;1;kinase_Processor;out;0
0.729191;1;kinase_Processor;; Sigma 0.0290044 x1_value 0.426181 x2_value 0.162812 x3_value 0.0390685 x4_value 0.00675191 x1_derivative_val 0.260003 x2_derivative_val 0.344775 Current Time 0.748195  

0.758195;1;kinase_Processor;out;0
0.758195;1;kinase_Processor;; Sigma 0.0287919 x1_value 0.433726 x2_value 0.172812 x3_value 0.0432241 x4_value 0.00778715 x1_derivative_val 0.242829 x2_derivative_val 0.34732 Current Time 0.776987  

0.786987;1;kinase_Processor;out;0
0.786987;1;kinase_Processor;; Sigma 0.0286275 x1_value 0.44072 x2_value 0.182812 x3_value 0.0475775 x4_value 0.00891956 x1_derivative_val 0.22638 x2_derivative_val 0.349314 Current Time 0.805615  

0.815615;1;kinase_Processor;out;0
0.815615;1;kinase_Processor;; Sigma 0.0285065 x1_value 0.447203 x2_value 0.192812 x3_value 0.0521299 x4_value 0.0101539 x1_derivative_val 0.210602 x2_derivative_val 0.350797 Current Time 0.834121  

0.844121;1;kinase_Processor;out;0
0.844121;1;kinase_Processor;; Sigma 0.0284251 x1_value 0.453208 x2_value 0.202812 x3_value 0.0568833 x4_value 0.0114952 x1_derivative_val 0.195448 x2_derivative_val 0.351802 Current Time 0.862546  

0.872546;1;kinase_Processor;out;0
0.872546;1;kinase_Processor;; Sigma 0.0283802 x1_value 0.458764 x2_value 0.212812 x3_value 0.0618398 x4_value 0.0129488 x1_derivative_val 0.180875 x2_derivative_val 0.352358 Current Time 0.890926  

0.900926;1;kinase_Processor;out;0
0.900926;1;kinase_Processor;; Sigma 0.0283694 x1_value 0.463898 x2_value 0.222812 x3_value 0.0670019 x4_value 0.01452 x1_derivative_val 0.166846 x2_derivative_val 0.352492 Current Time 0.919296  

0.929296;1;kinase_Processor;out;0
0.929296;1;kinase_Processor;; Sigma 0.0283909 x1_value 0.468632 x2_value 0.232812 x3_value 0.0723725 x4_value 0.0162149 x1_derivative_val 0.153329 x2_derivative_val 0.352226 Current Time 0.947687  

0.957687;1;kinase_Processor;out;0
0.957687;1;kinase_Processor;; Sigma 0.0284431 x1_value 0.472984 x2_value 0.242812 x3_value 0.0779549 x4_value 0.0180394 x1_derivative_val 0.140294 x2_derivative_val 0.351579 Current Time 0.97613  

0.98613;1;kinase_Processor;out;0
0.98613;1;kinase_Processor;; Sigma 0.0285251 x1_value 0.476974 x2_value 0.252812 x3_value 0.0837526 x4_value 0.0200002 x1_derivative_val 0.127714 x2_derivative_val 0.350568 Current Time 1.00465  

1.01465;1;kinase_Processor;out;0
1.01465;1;kinase_Processor;; Sigma 0.028636 x1_value 0.480617 x2_value 0.262812 x3_value 0.0897696 x4_value 0.022104 x1_derivative_val 0.115565 x2_derivative_val 0.349211 Current Time 1.03329  

1.04329;1;kinase_Processor;out;0
1.04329;1;kinase_Processor;; Sigma 0.0287754 x1_value 0.483925 x2_value 0.272812 x3_value 0.0960101 x4_value 0.0243581 x1_derivative_val 0.103827 x2_derivative_val 0.347519 Current Time 1.06207  

1.07207;1;kinase_Processor;out;0
1.07207;1;kinase_Processor;; Sigma 0.0289431 x1_value 0.486911 x2_value 0.282812 x3_value 0.102479 x4_value 0.0267704 x1_derivative_val 0.0924781 x2_derivative_val 0.345505 Current Time 1.09101  

1.10101;1;kinase_Processor;out;0
1.10101;1;kinase_Processor;; Sigma 0.0291392 x1_value 0.489586 x2_value 0.292812 x3_value 0.109181 x4_value 0.029349 x1_derivative_val 0.0815023 x2_derivative_val 0.34318 Current Time 1.12015  

1.13015;1;kinase_Processor;out;0
1.13015;1;kinase_Processor;; Sigma 0.029364 x1_value 0.491959 x2_value 0.302812 x3_value 0.116123 x4_value 0.0321029 x1_derivative_val 0.0708828 x2_derivative_val 0.340553 Current Time 1.14951  

1.15951;1;kinase_Processor;out;0
1.15951;1;kinase_Processor;; Sigma 0.029618 x1_value 0.494038 x2_value 0.312812 x3_value 0.12331 x4_value 0.0350414 x1_derivative_val 0.0606049 x2_derivative_val 0.337632 Current Time 1.17913  

1.18913;1;kinase_Processor;out;0
1.18913;1;kinase_Processor;; Sigma 0.0299021 x1_value 0.495831 x2_value 0.322812 x3_value 0.130749 x4_value 0.0381747 x1_derivative_val 0.0506551 x2_derivative_val 0.334425 Current Time 1.20903  

1.21903;1;kinase_Processor;out;0
1.21903;1;kinase_Processor;; Sigma 0.0302172 x1_value 0.497343 x2_value 0.332812 x3_value 0.138447 x4_value 0.0415136 x1_derivative_val 0.0410211 x2_derivative_val 0.330937 Current Time 1.23925  

1.24925;1;kinase_Processor;out;0
1.24925;1;kinase_Processor;; Sigma 0.0305648 x1_value 0.49858 x2_value 0.342812 x3_value 0.146411 x4_value 0.0450698 x1_derivative_val 0.0316913 x2_derivative_val 0.327174 Current Time 1.26981  

1.27981;1;kinase_Processor;out;0
1.27981;1;kinase_Processor;; Sigma 0.0309464 x1_value 0.499546 x2_value 0.352812 x3_value 0.154652 x4_value 0.0488561 x1_derivative_val 0.0226556 x2_derivative_val 0.32314 Current Time 1.30076  

1.31076;1;kinase_Processor;out;0
1.31076;1;kinase_Processor;; Sigma 0.0313639 x1_value 0.500243 x2_value 0.362812 x3_value 0.163177 x4_value 0.052886 x1_derivative_val 0.0139043 x2_derivative_val 0.318838 Current Time 1.33213  

1.34213;1;kinase_Processor;out;0
1.34213;1;kinase_Processor;; Sigma 0.0318198 x1_value 0.500676 x2_value 0.372812 x3_value 0.171997 x4_value 0.0571746 x1_derivative_val 0.0054288 x2_derivative_val 0.31427 Current Time 1.36394  

1.37394;1;kinase_Processor;out;0
1.37394;1;kinase_Processor;; Sigma 0.0323165 x1_value 0.500845 x2_value 0.382812 x3_value 0.181124 x4_value 0.0617378 x1_derivative_val -0.00277894 x2_derivative_val 0.309439 Current Time 1.39626  

1.40626;1;kinase_Processor;out;0
1.40626;1;kinase_Processor;; Sigma 0.0328574 x1_value 0.500751 x2_value 0.392812 x3_value 0.190568 x4_value 0.0665936 x1_derivative_val -0.0107262 x2_derivative_val 0.304345 Current Time 1.42912  

1.43912;1;kinase_Processor;out;0
1.43912;1;kinase_Processor;; Sigma 0.0330426 x1_value 0.500395 x2_value 0.402812 x3_value 0.200344 x4_value 0.0717611 x1_derivative_val -0.0184195 x2_derivative_val 0.298989 Current Time 1.46216  

1.47216;1;kinase_Processor;out;0
1.47216;1;kinase_Processor;; Sigma 0.0325183 x1_value 0.499785 x2_value 0.412691 x3_value 0.210344 x4_value 0.0771954 x1_derivative_val -0.0256894 x2_derivative_val 0.293439 Current Time 1.49468  

1.50468;1;kinase_Processor;out;0
1.50468;1;kinase_Processor;; Sigma 0.032045 x1_value 0.498953 x2_value 0.422233 x3_value 0.220344 x4_value 0.0827803 x1_derivative_val -0.0323333 x2_derivative_val 0.287836 Current Time 1.52672  

1.53672;1;kinase_Processor;out;0
1.53672;1;kinase_Processor;; Sigma 0.0316171 x1_value 0.49792 x2_value 0.431457 x3_value 0.230344 x4_value 0.0885149 x1_derivative_val -0.0385653 x2_derivative_val 0.282192 Current Time 1.55834  

1.56834;1;kinase_Processor;out;0
1.56834;1;kinase_Processor;; Sigma 0.0312298 x1_value 0.496704 x2_value 0.440379 x3_value 0.240344 x4_value 0.0943984 x1_derivative_val -0.0444179 x2_derivative_val 0.276514 Current Time 1.58957  

1.59957;1;kinase_Processor;out;0
1.59957;1;kinase_Processor;; Sigma 0.0308792 x1_value 0.495319 x2_value 0.449015 x3_value 0.250344 x4_value 0.10043 x1_derivative_val -0.0499194 x2_derivative_val 0.270812 Current Time 1.62045  

1.63045;1;kinase_Processor;out;0
1.63045;1;kinase_Processor;; Sigma 0.0305619 x1_value 0.49378 x2_value 0.457377 x3_value 0.260344 x4_value 0.10661 x1_derivative_val -0.0550952 x2_derivative_val 0.265091 Current Time 1.65101  

1.66101;1;kinase_Processor;out;0
1.66101;1;kinase_Processor;; Sigma 0.0302749 x1_value 0.492098 x2_value 0.465479 x3_value 0.270344 x4_value 0.112938 x1_derivative_val -0.0599681 x2_derivative_val 0.259358 Current Time 1.68129  

1.69129;1;kinase_Processor;out;0
1.69129;1;kinase_Processor;; Sigma 0.0300157 x1_value 0.490284 x2_value 0.473331 x3_value 0.280344 x4_value 0.119413 x1_derivative_val -0.0645585 x2_derivative_val 0.253618 Current Time 1.7113  

1.7213;1;kinase_Processor;out;0
1.7213;1;kinase_Processor;; Sigma 0.0297822 x1_value 0.488348 x2_value 0.480943 x3_value 0.290344 x4_value 0.126035 x1_derivative_val -0.0688847 x2_derivative_val 0.247876 Current Time 1.74109  

1.75109;1;kinase_Processor;out;0
1.75109;1;kinase_Processor;; Sigma 0.0295724 x1_value 0.486297 x2_value 0.488326 x3_value 0.300344 x4_value 0.132806 x1_derivative_val -0.0729633 x2_derivative_val 0.242134 Current Time 1.77066  

1.78066;1;kinase_Processor;out;0
1.78066;1;kinase_Processor;; Sigma 0.0293846 x1_value 0.484141 x2_value 0.495486 x3_value 0.310344 x4_value 0.139724 x1_derivative_val -0.0768094 x2_derivative_val 0.236398 Current Time 1.80004  

1.81004;1;kinase_Processor;out;0
1.81004;1;kinase_Processor;; Sigma 0.0292175 x1_value 0.481884 x2_value 0.502433 x3_value 0.320344 x4_value 0.14679 x1_derivative_val -0.0804367 x2_derivative_val 0.230668 Current Time 1.82926  

1.83926;1;kinase_Processor;out;0
1.83926;1;kinase_Processor;; Sigma 0.0290698 x1_value 0.479535 x2_value 0.509172 x3_value 0.330344 x4_value 0.154006 x1_derivative_val -0.0838577 x2_derivative_val 0.224949 Current Time 1.85833  

1.86833;1;kinase_Processor;out;0
1.86833;1;kinase_Processor;; Sigma 0.0289403 x1_value 0.477098 x2_value 0.515711 x3_value 0.340344 x4_value 0.16137 x1_derivative_val -0.0870838 x2_derivative_val 0.219242 Current Time 1.88727  

1.89727;1;kinase_Processor;out;0
1.89727;1;kinase_Processor;; Sigma 0.0288281 x1_value 0.474578 x2_value 0.522056 x3_value 0.350344 x4_value 0.168885 x1_derivative_val -0.0901256 x2_derivative_val 0.21355 Current Time 1.9161  

1.9261;1;kinase_Processor;out;0
1.9261;1;kinase_Processor;; Sigma 0.0287323 x1_value 0.471981 x2_value 0.528212 x3_value 0.360344 x4_value 0.17655 x1_derivative_val -0.0929926 x2_derivative_val 0.207874 Current Time 1.94483  

1.95483;1;kinase_Processor;out;0
1.95483;1;kinase_Processor;; Sigma 0.0286522 x1_value 0.469309 x2_value 0.534185 x3_value 0.370344 x4_value 0.184367 x1_derivative_val -0.0956937 x2_derivative_val 0.202217 Current Time 1.97348  

1.98348;1;kinase_Processor;out;0
1.98348;1;kinase_Processor;; Sigma 0.0285872 x1_value 0.466568 x2_value 0.539979 x3_value 0.380344 x4_value 0.192337 x1_derivative_val -0.0982372 x2_derivative_val 0.196578 Current Time 2.00207  

2.01207;1;kinase_Processor;out;0
2.01207;1;kinase_Processor;; Sigma 0.0285366 x1_value 0.46376 x2_value 0.545599 x3_value 0.390344 x4_value 0.200461 x1_derivative_val -0.100631 x2_derivative_val 0.19096 Current Time 2.03061  

2.04061;1;kinase_Processor;out;0
2.04061;1;kinase_Processor;; Sigma 0.0285001 x1_value 0.460888 x2_value 0.551048 x3_value 0.400344 x4_value 0.20874 x1_derivative_val -0.102881 x2_derivative_val 0.185364 Current Time 2.05911  

2.06911;1;kinase_Processor;out;0
2.06911;1;kinase_Processor;; Sigma 0.0284771 x1_value 0.457956 x2_value 0.556331 x3_value 0.410344 x4_value 0.217175 x1_derivative_val -0.104995 x2_derivative_val 0.179791 Current Time 2.08758  

2.09758;1;kinase_Processor;out;0
2.09758;1;kinase_Processor;; Sigma 0.0284674 x1_value 0.454966 x2_value 0.561451 x3_value 0.420344 x4_value 0.225768 x1_derivative_val -0.106978 x2_derivative_val 0.174241 Current Time 2.11605  

2.12605;1;kinase_Processor;out;0
2.12605;1;kinase_Processor;; Sigma 0.0284706 x1_value 0.451921 x2_value 0.566411 x3_value 0.430344 x4_value 0.234521 x1_derivative_val -0.108836 x2_derivative_val 0.168715 Current Time 2.14452  

2.15452;1;kinase_Processor;out;0
2.15452;1;kinase_Processor;; Sigma 0.0284866 x1_value 0.448822 x2_value 0.571215 x3_value 0.440344 x4_value 0.243435 x1_derivative_val -0.110575 x2_derivative_val 0.163215 Current Time 2.17301  

2.18301;1;kinase_Processor;out;0
2.18301;1;kinase_Processor;; Sigma 0.0285151 x1_value 0.445672 x2_value 0.575864 x3_value 0.450344 x4_value 0.252511 x1_derivative_val -0.112199 x2_derivative_val 0.15774 Current Time 2.20152  

2.21152;1;kinase_Processor;out;0
2.21152;1;kinase_Processor;; Sigma 0.0285559 x1_value 0.442473 x2_value 0.580362 x3_value 0.460344 x4_value 0.261753 x1_derivative_val -0.113712 x2_derivative_val 0.152292 Current Time 2.23008  

2.24008;1;kinase_Processor;out;0
2.24008;1;kinase_Processor;; Sigma 0.0286091 x1_value 0.439226 x2_value 0.584711 x3_value 0.470344 x4_value 0.271161 x1_derivative_val -0.11512 x2_derivative_val 0.14687 Current Time 2.25869  

2.26869;1;kinase_Processor;out;0
2.26869;1;kinase_Processor;; Sigma 0.0286746 x1_value 0.435932 x2_value 0.588913 x3_value 0.480344 x4_value 0.280738 x1_derivative_val -0.116425 x2_derivative_val 0.141476 Current Time 2.28736  

2.29736;1;kinase_Processor;out;0
2.29736;1;kinase_Processor;; Sigma 0.0287524 x1_value 0.432593 x2_value 0.592969 x3_value 0.490344 x4_value 0.290487 x1_derivative_val -0.117633 x2_derivative_val 0.136109 Current Time 2.31612  

2.32612;1;kinase_Processor;out;0
2.32612;1;kinase_Processor;; Sigma 0.02856 x1_value 0.429211 x2_value 0.596883 x3_value 0.500344 x4_value 0.300409 x1_derivative_val -0.118746 x2_derivative_val 0.130769 Current Time 2.34468  

2.35468;1;kinase_Processor;out;0
2.35468;1;kinase_Processor;; Sigma 0.0281657 x1_value 0.42582 x2_value 0.600618 x3_value 0.510246 x4_value 0.310409 x1_derivative_val -0.119731 x2_derivative_val 0.125511 Current Time 2.37284  

2.38284;1;kinase_Processor;out;0
2.38284;1;kinase_Processor;; Sigma 0.0277953 x1_value 0.422449 x2_value 0.604153 x3_value 0.519977 x4_value 0.320409 x1_derivative_val -0.120598 x2_derivative_val 0.120372 Current Time 2.40064  

2.41064;1;kinase_Processor;out;0
2.41064;1;kinase_Processor;; Sigma 0.027447 x1_value 0.419098 x2_value 0.607499 x3_value 0.529544 x4_value 0.330409 x1_derivative_val -0.121374 x2_derivative_val 0.115348 Current Time 2.42808  

2.43808;1;kinase_Processor;out;0
2.43808;1;kinase_Processor;; Sigma 0.027119 x1_value 0.415767 x2_value 0.610664 x3_value 0.53895 x4_value 0.340409 x1_derivative_val -0.122066 x2_derivative_val 0.110435 Current Time 2.4552  

2.4652;1;kinase_Processor;out;0
2.4652;1;kinase_Processor;; Sigma 0.0268098 x1_value 0.412458 x2_value 0.613659 x3_value 0.548203 x4_value 0.350409 x1_derivative_val -0.12268 x2_derivative_val 0.105628 Current Time 2.48201  

2.49201;1;kinase_Processor;out;0
2.49201;1;kinase_Processor;; Sigma 0.026518 x1_value 0.409169 x2_value 0.616491 x3_value 0.557307 x4_value 0.360409 x1_derivative_val -0.123221 x2_derivative_val 0.100924 Current Time 2.50853  

2.51853;1;kinase_Processor;out;0
2.51853;1;kinase_Processor;; Sigma 0.0262425 x1_value 0.405902 x2_value 0.619168 x3_value 0.566265 x4_value 0.370409 x1_derivative_val -0.123693 x2_derivative_val 0.0963186 Current Time 2.53477  

2.54477;1;kinase_Processor;out;0
2.54477;1;kinase_Processor;; Sigma 0.0259822 x1_value 0.402657 x2_value 0.621695 x3_value 0.575084 x4_value 0.380409 x1_derivative_val -0.124102 x2_derivative_val 0.0918093 Current Time 2.56075  

2.57075;1;kinase_Processor;out;0
2.57075;1;kinase_Processor;; Sigma 0.025736 x1_value 0.399433 x2_value 0.624081 x3_value 0.583766 x4_value 0.390409 x1_derivative_val -0.124451 x2_derivative_val 0.0873927 Current Time 2.58649  

2.59649;1;kinase_Processor;out;0
2.59649;1;kinase_Processor;; Sigma 0.025503 x1_value 0.396231 x2_value 0.62633 x3_value 0.592315 x4_value 0.400409 x1_derivative_val -0.124744 x2_derivative_val 0.0830657 Current Time 2.61199  

2.62199;1;kinase_Processor;out;0
2.62199;1;kinase_Processor;; Sigma 0.0252825 x1_value 0.39305 x2_value 0.628448 x3_value 0.600736 x4_value 0.410409 x1_derivative_val -0.124985 x2_derivative_val 0.0788256 Current Time 2.63728  

2.64728;1;kinase_Processor;out;0
